;Country;Happiness Rank;Happiness;Economy;Family;Health;Freedom;Trust;Generosity;Year;Region
1041;Venezuela;107;4.892;0.852;0.897;0.574;0.284;0.072;0.078;2021;Latin America and Caribbean
1042;Georgia;108;4.891;1.03;0.47;0.498;0.488;0.181;0.032;2021;Commonwealth of Independent States
1043;Algeria;109;4.887;0.946;0.765;0.552;0.119;0.12;0.144;2021;Middle East and North Africa
1044;Ukraine;110;4.875;0.979;0.958;0.517;0.417;0.01;0.181;2021;Commonwealth of Independent States
1045;Iraq;111;4.854;0.91;0.638;0.381;0.302;0.041;0.153;2021;Middle East and North Africa
1046;Gabon;112;4.852;1.037;0.707;0.362;0.424;0.064;0.058;2021;Sub-Saharan Africa
1047;Burkina Faso;113;4.834;0.364;0.472;0.179;0.381;0.122;0.182;2021;Sub-Saharan Africa
1048;Cambodia;114;4.83;0.603;0.68;0.426;0.702;0.061;0.21;2021;Southeast Asia
1049;Mozambique;115;4.794;0.183;0.634;0.196;0.608;0.163;0.228;2021;Sub-Saharan Africa
1050;Nigeria;116;4.759;0.663;0.625;0.051;0.433;0.039;0.212;2021;Sub-Saharan Africa
1051;Mali;117;4.723;0.387;0.59;0.11;0.384;0.072;0.164;2021;Sub-Saharan Africa
1052;Iran;118;4.721;1.03;0.557;0.561;0.275;0.144;0.33;2021;Middle East and North Africa
1053;Uganda;119;4.636;0.364;0.718;0.24;0.398;0.054;0.267;2021;Sub-Saharan Africa
1054;Liberia;120;4.625;0.228;0.58;0.253;0.43;0.057;0.221;2021;Sub-Saharan Africa
1055;Kenya;121;4.607;0.603;0.508;0.385;0.483;0.073;0.375;2021;Sub-Saharan Africa
1056;Tunisia;122;4.596;0.919;0.515;0.59;0.334;0.044;0.057;2021;Middle East and North Africa
1057;Lebanon;123;4.584;1.045;0.868;0.595;0.175;0.026;0.14;2021;Middle East and North Africa
1058;Namibia;124;4.574;0.882;0.801;0.262;0.411;0.059;0.091;2021;Sub-Saharan Africa
1059;Palestinian Territories;125;4.517;0.646;0.819;0.434;0.33;0.075;0.082;2021;Middle East and North Africa
1060;Myanmar;126;4.426;0.666;0.713;0.341;0.601;0.178;0.52;2021;Southeast Asia
1061;Jordan;127;4.395;0.89;0.685;0.583;0.455;0.15;0.079;2021;Middle East and North Africa
1062;Chad;128;4.355;0.255;0.353;0;0.24;0.084;0.215;2021;Sub-Saharan Africa
1063;Sri Lanka;129;4.325;0.99;0.82;0.593;0.559;0.049;0.239;2021;South Asia
1064;Swaziland;130;4.308;0.849;0.693;0.074;0.323;0.147;0.067;2021;Sub-Saharan Africa
1065;Comoros;131;4.289;0.488;0.367;0.279;0.202;0.101;0.241;2021;Sub-Saharan Africa
1066;Egypt;132;4.283;0.954;0.647;0.426;0.446;0.092;0.069;2021;Middle East and North Africa
1067;Ethiopia;133;4.275;0.37;0.679;0.331;0.451;0.114;0.241;2021;Sub-Saharan Africa
1068;Mauritania;134;4.227;0.666;0.749;0.273;0.218;0.133;0.119;2021;Sub-Saharan Africa
1069;Madagascar;135;4.208;0.266;0.503;0.341;0.207;0.087;0.185;2021;Sub-Saharan Africa
1070;Togo;136;4.107;0.254;0.239;0.203;0.289;0.107;0.209;2021;Sub-Saharan Africa
1071;Zambia;137;4.073;0.528;0.552;0.231;0.487;0.074;0.227;2021;Sub-Saharan Africa
1072;Sierra Leone;138;3.849;0.279;0.377;0.1;0.408;0.047;0.243;2021;Sub-Saharan Africa
1073;India;139;3.819;0.741;0.316;0.383;0.622;0.106;0.246;2021;South Asia
1074;Burundi;140;3.775;0;0.062;0.155;0.298;0.212;0.172;2021;Sub-Saharan Africa
1075;Yemen;141;3.658;0.329;0.831;0.272;0.268;0.089;0.092;2021;Middle East and North Africa
1076;Tanzania;142;3.623;0.433;0.54;0.3;0.549;0.231;0.307;2021;Sub-Saharan Africa
1077;Haiti;143;3.615;0.294;0.173;0.227;0.257;0.139;0.463;2021;Latin America and Caribbean
1078;Malawi;144;3.6;0.113;0.168;0.298;0.484;0.134;0.213;2021;Sub-Saharan Africa
1079;Lesotho;145;3.512;0.451;0.731;0.007;0.405;0.015;0.103;2021;Sub-Saharan Africa
1080;Botswana;146;3.467;1.099;0.724;0.34;0.539;0.088;0.027;2021;Sub-Saharan Africa
1081;Rwanda;147;3.415;0.364;0.202;0.407;0.627;0.493;0.227;2021;Sub-Saharan Africa
1082;Zimbabwe;148;3.145;0.457;0.649;0.243;0.359;0.075;0.157;2021;Sub-Saharan Africa
1083;Afghanistan;149;2.523;0.37;0;0.126;0;0.01;0.122;2021;South Asia
1084;Finland;1;7.808700085;1.285189509;1.499525905;0.961271405;0.66231674;0.477857262;0.159670442;2022;Western Europe
1085;Denmark;2;7.645599842;1.326948524;1.503449202;0.979332566;0.665039897;0.495260328;0.242793396;2022;Western Europe
1086;Switzerland;3;7.559899807;1.39077425;1.472403407;1.040533185;0.62895447;0.407945901;0.269055754;2022;Western Europe
1087;Iceland;4;7.504499912;1.326501608;1.547567487;1.000843406;0.661980748;0.144540772;0.362330228;2022;Western Europe
1088;Norway;5;7.487999916;1.42420733;1.495172501;1.008071899;0.670200884;0.434100568;0.287985086;2022;Western Europe
1089;Netherlands;6;7.448900223;1.338946342;1.463645935;0.975675344;0.61362648;0.368569762;0.336317569;2022;Western Europe
1090;Sweden;7;7.353499889;1.322235227;1.433347702;0.986470461;0.650297701;0.442066371;0.272827893;2022;Western Europe
1091;New Zealand;8;7.299600124;1.242317915;1.48721838;1.008138299;0.646789908;0.461268276;0.325726211;2022;North America and ANZ
1092;Austria;9;7.294199944;1.317285538;1.437444925;1.000933528;0.603368878;0.281256139;0.255509764;2022;Western Europe
1093;Luxembourg;10;7.237500191;1.536676049;1.387528419;0.986442685;0.610137045;0.367041469;0.19595392;2022;Western Europe
1094;Canada;11;7.23210001;1.301647663;1.435391903;1.022501945;0.644028127;0.351701856;0.28152892;2022;North America and ANZ
1095;Australia;12;7.222799778;1.310396433;1.477146268;1.022607684;0.621877193;0.335996419;0.324973613;2022;North America and ANZ
1096;United Kingdom;13;7.164500237;1.273061037;1.457844973;0.97570008;0.525168657;0.322601646;0.373433441;2022;Western Europe
1097;Israel;14;7.128600121;1.216463685;1.403256774;1.008052945;0.420699477;0.09989845;0.266861796;2022;Middle East and North Africa
1098;Costa Rica;15;7.121399879;0.981107712;1.374853611;0.939635336;0.645017743;0.096362092;0.131266311;2022;Latin America and Caribbean
1099;Ireland;16;7.093699932;1.446886778;1.470596433;0.975670695;0.587779939;0.373433262;0.295426995;2022;Western Europe
1100;Germany;17;7.075799942;1.314184546;1.368543744;0.972114801;0.564274132;0.309362292;0.252037704;2022;Western Europe
1101;United States;18;6.939599991;1.37398684;1.404786706;0.831618011;0.534608245;0.152284741;0.298143059;2022;North America and ANZ
1102;Czech Republic;19;6.910900116;1.212322354;1.40528667;0.89456445;0.505744576;0.049803223;0.046325929;2022;Central and Eastern Europe
1103;Belgium;20;6.863500118;1.295842767;1.398677588;0.964901149;0.499805421;0.208724052;0.146966159;2022;Western Europe
1104;United Arab Emirates;21;6.790800095;1.431086421;1.251170993;0.787814438;0.652936101;0.220213518;0.28065598;2022;Middle East and North Africa
1105;Malta;22;6.772799969;1.252513289;1.442956924;0.972042024;0.633239031;0.178864077;0.341180831;2022;Western Europe
1106;France;23;6.663799763;1.268129349;1.458839178;1.029714227;0.514050901;0.227303237;0.112607703;2022;Western Europe
1107;Mexico;24;6.465000153;1.024387479;1.226333499;0.831601024;0.553892553;0.083133668;0.083094485;2022;Latin America and Caribbean
1108;Taiwan Province of China;25;6.45539999;1.327470541;1.357760668;0.878437996;0.449404389;0.131516352;0.150598705;2022;East Asia
1109;Uruguay;26;6.440100193;1.071000457;1.425081134;0.856928885;0.59426707;0.193425074;0.132143691;2022;Latin America and Caribbean
1110;Saudi Arabia;27;6.406499863;1.334328532;1.309950113;0.759818137;0.548477471;0.163322315;0.087440684;2022;Middle East and North Africa
1111;Spain;28;6.400899887;1.230535269;1.421099186;1.051343083;0.425983816;0.109579779;0.16530548;2022;Western Europe
1112;Guatemala;29;6.398900032;0.753815711;1.174267054;0.705952585;0.613146722;0.0983603;0.170611665;2022;Latin America and Caribbean
1113;Italy;30;6.38740015;1.236396074;1.347296;1.022504926;0.321305573;0.040145598;0.170266211;2022;Western Europe
1114;Singapore;31;6.377099991;1.519580126;1.39545691;1.137814283;0.635317206;0.533162236;0.218770906;2022;Southeast Asia
1115;Brazil;32;6.375599861;0.952679873;1.363464117;0.766119063;0.483292729;0.106518604;0.131674588;2022;Latin America and Caribbean
1116;Slovenia;33;6.363399982;1.208652496;1.464677691;0.932548046;0.646700144;0.076516323;0.145701498;2022;Central and Eastern Europe
1117;El Salvador;34;6.34829998;0.748940408;1.149397612;0.752730012;0.524043918;0.117030352;0.1189363;2022;Latin America and Caribbean
1118;Kosovo;35;6.325200081;0.840481341;1.183962822;0.672709167;0.557280421;0.008559024;0.325286865;2022;Central and Eastern Europe
1119;Panama;36;6.304800034;1.097667813;1.376149297;0.878546536;0.57984978;0.054230526;0.097207308;2022;Latin America and Caribbean
1120;Slovakia;37;6.280600071;1.194837689;1.424331188;0.853465259;0.423542529;0.011291441;0.116729774;2022;Central and Eastern Europe
1121;Uzbekistan;38;6.257599831;0.696652949;1.434020042;0.716703713;0.693270326;0.280260265;0.363311023;2022;Commonwealth of Independent States
1122;Chile;39;6.228499889;1.096992493;1.323286891;0.889260828;0.417482227;0.06284935;0.155579001;2022;Latin America and Caribbean
1123;Bahrain;40;6.227300167;1.296692252;1.31532371;0.838836372;0.610399902;0.126697257;0.287453711;2022;Middle East and North Africa
1124;Lithuania;41;6.215499878;1.193559647;1.432865739;0.795421183;0.42046079;0.081350274;0.053691041;2022;Central and Eastern Europe
1125;Trinidad and Tobago;42;6.191899776;1.167641521;1.407326221;0.658828557;0.55293113;0.015078396;0.199358255;2022;Latin America and Caribbean
1126;Poland;43;6.186299801;1.16922915;1.310399771;0.868038476;0.557903528;0.160541251;0.063374244;2022;Central and Eastern Europe
1127;Colombia;44;6.163400173;0.93220371;1.33445096;0.810020149;0.526890039;0.04584837;0.092374094;2022;Latin America and Caribbean
1128;Cyprus;45;6.15899992;1.21279943;1.149170756;1.026124597;0.459385872;0.051207144;0.227932334;2022;Western Europe
1129;Nicaragua;46;6.13710022;0.620033145;1.27081275;0.803093255;0.560117304;0.174084574;0.212871477;2022;Latin America and Caribbean
1130;Romania;47;6.123700142;1.120401621;1.1944381;0.79229486;0.534852326;0.000829569;0.068181619;2022;Central and Eastern Europe
1131;Kuwait;48;6.102099895;1.424833655;1.244779825;0.776468933;0.570261419;0.112814933;0.132751092;2022;Middle East and North Africa
1132;Mauritius;49;6.101299763;1.07366395;1.395666838;0.763389409;0.590838134;0.084088229;0.186894551;2022;Sub-Saharan Africa
1133;Kazakhstan;50;6.057899952;1.122594237;1.453267694;0.698788941;0.497432142;0.110463686;0.153713793;2022;Commonwealth of Independent States
1134;Estonia;51;6.021800041;1.192441225;1.453232527;0.842615008;0.576664805;0.201766819;0.125136748;2022;Central and Eastern Europe
1135;Philippines;52;6.006000042;0.775120676;1.245381713;0.602189481;0.621915162;0.130385727;0.129260212;2022;Southeast Asia
1136;Hungary;53;6.000400066;1.164307117;1.423009396;0.806793869;0.386401802;0.027548173;0.070491239;2022;Central and Eastern Europe
1137;Thailand;54;5.998799801;1.007029295;1.347519517;0.793855846;0.609449804;0.031837862;0.376709014;2022;Southeast Asia
1138;Argentina;55;5.974699974;1.028465629;1.372543693;0.849773705;0.520840347;0.060415059;0.070100471;2022;Latin America and Caribbean
1139;Honduras;56;5.953199863;0.598763585;1.186664104;0.791989982;0.568148077;0.086807102;0.256528199;2022;Latin America and Caribbean
1140;Latvia;57;5.949999809;1.14139545;1.414398789;0.777902424;0.329198807;0.090391524;0.075407945;2022;Central and Eastern Europe
1141;Ecuador;58;5.925199986;0.853383601;1.221027613;0.838837743;0.555234551;0.086753383;0.115006477;2022;Latin America and Caribbean
1142;Portugal;59;5.910900116;1.168800831;1.339530349;0.979315281;0.589895189;0.027733466;0.053036947;2022;Western Europe
1143;Jamaica;60;5.889800072;0.779058397;1.408289194;0.788434088;0.553124607;0.030147785;0.116268493;2022;Latin America and Caribbean
1144;South Korea;61;5.872399807;1.245300651;1.133560538;1.022542596;0.25935635;0.094596282;0.170303866;2022;East Asia
1145;Japan;62;5.870800018;1.26672411;1.332338691;1.072881341;0.495465875;0.181439638;0.03571178;2022;East Asia
1146;Peru;63;5.796800137;0.91854918;1.208405972;0.824444175;0.513210058;0.02703266;0.091611817;2022;Latin America and Caribbean
1147;Serbia;64;5.77820015;0.988181829;1.327448964;0.828403294;0.395428419;0.059447147;0.15028289;2022;Central and Eastern Europe
1148;Bolivia;65;5.747499943;0.730976343;1.142350554;0.662445664;0.5744645;0.072942637;0.138375074;2022;Latin America and Caribbean
1149;Pakistan;66;5.69329977;0.616799474;0.872979581;0.469933242;0.405421734;0.122592121;0.228705063;2022;South Asia
1150;Paraguay;67;5.692100048;0.897990823;1.36819756;0.735869646;0.586510062;0.065077379;0.204299241;2022;Latin America and Caribbean
1151;Dominican Republic;68;5.689199924;0.983191848;1.328888893;0.741901696;0.5628739;0.115945682;0.112196781;2022;Latin America and Caribbean
1152;Bosnia and Herzegovina;69;5.674099922;0.91839546;1.203986526;0.813928187;0.305365741;0.001172487;0.264005244;2022;Central and Eastern Europe
1153;Moldova;70;5.607500076;0.707916796;1.237312198;0.713299453;0.389571488;0.014378744;0.174049184;2022;Commonwealth of Independent States
1154;Tajikistan;71;5.555699825;0.474874616;1.218377709;0.680594802;0.521141171;0.221779913;0.182417125;2022;Commonwealth of Independent States
1155;Montenegro;72;5.54610014;1.010150075;1.265657902;0.839028895;0.303223848;0.098435111;0.14901033;2022;Central and Eastern Europe
1156;Russia;73;5.546000004;1.126999617;1.378644109;0.68044591;0.399499595;0.045699362;0.099041916;2022;Commonwealth of Independent States
1157;Kyrgyzstan;74;5.541500092;0.513180971;1.341036677;0.680645883;0.614617765;0.030466691;0.30137074;2022;Commonwealth of Independent States
1158;Belarus;75;5.539899826;1.018854499;1.38713932;0.75258857;0.290755868;0.193607435;0.08993306;2022;Commonwealth of Independent States
1159;North Cyprus;76;5.53550005;1.21279943;1.183089137;1.026124597;0.477885723;0.199802905;0.199160054;2022;Western Europe
1160;Greece;77;5.514999866;1.128070116;1.168973565;0.979431748;0.173516348;0.048844352;0;2022;Western Europe
1161;Hong Kong S.A.R. of China;78;5.510399818;1.376746058;1.243584275;1.136630654;0.459356517;0.332485437;0.288280904;2022;East Asia
1162;Croatia;79;5.504700184;1.109024286;1.311264873;0.900575578;0.381456882;0.012325006;0.113998979;2022;Central and Eastern Europe
1163;Libya;80;5.488800049;1.021913767;1.196283698;0.615626633;0.451354057;0.172258079;0.142757699;2022;Middle East and North Africa
1164;Mongolia;81;5.456200123;0.904872775;1.458930612;0.615788162;0.355703115;0.046533126;0.263885736;2022;East Asia
1165;Malaysia;82;5.384300232;1.168421626;1.17400229;0.788511872;0.596941531;0.062163133;0.274886161;2022;Southeast Asia
1166;Vietnam;83;5.353499889;0.718092382;1.253074765;0.819133997;0.650835574;0.089848459;0.136488721;2022;Southeast Asia
1167;Indonesia;84;5.285600185;0.891720712;1.154800892;0.610437036;0.568161428;0.038278613;0.542646527;2022;Southeast Asia
1168;Ivory Coast;85;5.233300209;0.537094414;0.799727261;0.154942513;0.397122532;0.093495794;0.169915587;2022;Sub-Saharan Africa
1169;Benin;86;5.21600008;0.366244704;0.352428436;0.328062952;0.40583989;0.125931874;0.196670428;2022;Sub-Saharan Africa
1170;Maldives;87;5.197599888;0.937864304;1.402287602;0.914439559;0.548203647;0.071906492;0.224198252;2022;South Asia
1171;Congo (Brazzaville);88;5.194399834;0.633616745;0.757636011;0.458101124;0.386514395;0.118670784;0.117216013;2022;Sub-Saharan Africa
1172;Azerbaijan;89;5.164800167;0.990272701;1.180613041;0.731134057;0.467734724;0.247307181;0.040113214;2022;Commonwealth of Independent States
1173;Macedonia;90;5.159800053;0.935371995;1.183173537;0.802994132;0.410224587;0.024595059;0.18586354;2022;Central and Eastern Europe
1174;Ghana;91;5.147999763;0.575862467;0.96636796;0.432162255;0.477290064;0.056570381;0.261291206;2022;Sub-Saharan Africa
1175;Nepal;92;5.137199879;0.444050372;1.100789309;0.66887939;0.480608255;0.127502963;0.300971806;2022;South Asia
1176;Turkey;93;5.131800175;1.127169251;1.197159171;0.781335294;0.25440076;0.120983243;0.085885569;2022;Middle East and North Africa
1177;China;94;5.123899937;0.990533412;1.132080674;0.867248535;0.601605117;0.117255554;0.079021044;2022;East Asia
1178;Turkmenistan;95;5.119100094;1.008963585;1.510476947;0.612448037;0.515236676;0.03350389;0.323129326;2022;Commonwealth of Independent States
1179;Bulgaria;96;5.101500034;1.046554685;1.460578918;0.777776897;0.417820066;0;0.103833713;2022;Central and Eastern Europe
1180;Morocco;97;5.094799995;0.75862211;0.645208478;0.745096922;0.450054139;0.077385604;0.040032551;2022;Middle East and North Africa
1181;Cameroon;98;5.084899902;0.503958046;0.89972645;0.270189553;0.439242482;0.054393422;0.198020101;2022;Sub-Saharan Africa
1182;Venezuela;99;5.053199768;0.770238638;1.348546863;0.76702553;0.271717221;0.063624777;0.087179154;2022;Latin America and Caribbean
1183;Algeria;100;5.005099773;0.943856001;1.143003583;0.745418549;0.083943799;0.129190654;0.118915014;2022;Middle East and North Africa
1184;Senegal;101;4.980800152;0.504061818;0.95459342;0.518391907;0.352400899;0.081865937;0.164397135;2022;Sub-Saharan Africa
1185;Guinea;102;4.949299812;0.390007734;0.75136596;0.333655238;0.371878058;0.112204559;0.249490842;2022;Sub-Saharan Africa
1186;Niger;103;4.909599781;0.108330332;0.703800142;0.298816353;0.435311615;0.137554765;0.208176896;2022;Sub-Saharan Africa
1187;Laos;104;4.888599873;0.714693844;0.987391889;0.486378282;0.612027287;0.194273964;0.27266711;2022;Southeast Asia
1188;Albania;105;4.882699966;0.906653047;0.830483913;0.846329629;0.461945891;0.025361285;0.171027765;2022;Central and Eastern Europe
1189;Cambodia;106;4.848400116;0.544634938;1.071426034;0.587904334;0.674940348;0.072837502;0.233342081;2022;Southeast Asia
1190;Bangladesh;107;4.832799911;0.556156278;0.868800581;0.694940507;0.604130566;0.176735908;0.176745117;2022;South Asia
1191;Gabon;108;4.829299927;0.988044381;1.10639751;0.522574842;0.369459897;0.055804539;0.052013602;2022;Sub-Saharan Africa
1192;South Africa;109;4.814099789;0.902140439;1.259086251;0.407034069;0.43478182;0.05950214;0.126406848;2022;Sub-Saharan Africa
1193;Iraq;110;4.784800053;0.982018709;1.011466622;0.529350698;0.283588052;0.073164992;0.153002068;2022;Middle East and North Africa
1194;Lebanon;111;4.771500111;0.889232516;1.19249332;0.788671136;0.18551667;0.021518147;0.158524141;2022;Middle East and North Africa
1195;Burkina Faso;112;4.768700123;0.302467644;0.9293859;0.312833875;0.322398156;0.126408055;0.186390609;2022;Sub-Saharan Africa
1196;Gambia;113;4.750599861;0.256990552;0.882678688;0.353247881;0.403419524;0.158093795;0.425989687;2022;Sub-Saharan Africa
1197;Mali;114;4.729300022;0.352462649;0.97314173;0.234981522;0.377534449;0.062146276;0.16966705;2022;Sub-Saharan Africa
1198;Nigeria;115;4.724100113;0.645901859;0.986717939;0.167835936;0.435079455;0.047589935;0.221328124;2022;Sub-Saharan Africa
1199;Armenia;116;4.676799774;0.808262408;1.034576893;0.77585727;0.378075808;0.104618184;0.107225738;2022;Commonwealth of Independent States
1200;Georgia;117;4.672599792;0.847198069;0.7311939;0.694657624;0.485494107;0.174088076;0.047609735;2022;Commonwealth of Independent States
1201;Iran;118;4.672399998;1.029322505;0.886271179;0.749053836;0.301195472;0.142651513;0.27697894;2022;Middle East and North Africa
1202;Jordan;119;4.633399963;0.785179198;1.140118599;0.777624726;0.424855083;0.151878625;0.091494769;2022;Middle East and North Africa
1203;Mozambique;120;4.623600006;0.178741366;0.955202878;0.324223638;0.56077534;0.163064316;0.220422104;2022;Sub-Saharan Africa
1204;Kenya;121;4.583000183;0.476413399;0.905077755;0.536312759;0.519180536;0.067201078;0.393902093;2022;Sub-Saharan Africa
1205;Namibia;122;4.571100235;0.84008199;1.245738149;0.40687117;0.444598973;0.054320343;0.076454483;2022;Sub-Saharan Africa
1206;Ukraine;123;4.56069994;0.780434608;1.321316481;0.698674381;0.319423705;0.00965116;0.178551316;2022;Commonwealth of Independent States
1207;Liberia;124;4.557899952;0.174103007;0.920733929;0.392284274;0.405943096;0.051139876;0.226967871;2022;Sub-Saharan Africa
1208;Palestinian Territories;125;4.552800179;0.587819219;1.194755554;0.613826573;0.29870075;0.071913652;0.091816261;2022;Middle East and North Africa
1209;Uganda;126;4.43200016;0.312337428;1.052327394;0.378311664;0.401682556;0.063818842;0.264807373;2022;Sub-Saharan Africa
1210;Chad;127;4.422699928;0.302287489;0.739118278;0.1087441;0.228601769;0.085755408;0.210805088;2022;Sub-Saharan Africa
1211;Tunisia;128;4.392199993;0.874742687;0.872167706;0.781156719;0.235860556;0.043899573;0.055881143;2022;Middle East and North Africa
1212;Mauritania;129;4.374599934;0.539684892;1.113323569;0.425184816;0.185714483;0.122257635;0.128899664;2022;Sub-Saharan Africa
1213;Sri Lanka;130;4.327000141;0.897986948;1.19494009;0.792036712;0.528632462;0.049444564;0.252666146;2022;South Asia
1214;Congo (Kinshasa);131;4.31099987;0.062487468;0.833055019;0.277212054;0.36462298;0.081466645;0.254324883;2022;Sub-Saharan Africa
1215;Swaziland;132;4.308100224;0.827539742;1.064835191;0.215585828;0.299935788;0.146765873;0.067264833;2022;Sub-Saharan Africa
1216;Myanmar;133;4.308000088;0.67809093;1.098178267;0.495443076;0.597478867;0.187530354;0.569813728;2022;Southeast Asia
1217;Comoros;134;4.288599968;0.415620774;0.723232806;0.437383324;0.181028232;0.100048535;0.258538276;2022;Sub-Saharan Africa
1218;Togo;135;4.187200069;0.268116266;0.547622859;0.342731178;0.303539038;0.114826456;0.200774252;2022;Sub-Saharan Africa
1219;Ethiopia;136;4.186200142;0.315125644;1.001103282;0.483846247;0.41256687;0.117437035;0.227698103;2022;Sub-Saharan Africa
1220;Madagascar;137;4.165599823;0.244553208;0.823694348;0.500617027;0.192967549;0.076248638;0.191190064;2022;Sub-Saharan Africa
1221;Egypt;138;4.151400089;0.875228941;0.982539535;0.596911311;0.373684734;0.095461793;0.068801254;2022;Middle East and North Africa
1222;Sierra Leone;139;3.926399946;0.240560383;0.747984946;0.203953966;0.382027686;0.047940936;0.257647008;2022;Sub-Saharan Africa
1223;Burundi;140;3.775300026;0;0.403575271;0.295212835;0.275399059;0.212186828;0.187401786;2022;Sub-Saharan Africa
1224;Zambia;141;3.759399891;0.536833763;0.896037281;0.36359334;0.49131754;0.086705238;0.250620902;2022;Sub-Saharan Africa
1225;Haiti;142;3.720799923;0.284734428;0.646671355;0.37436673;0.169297516;0.161935672;0.463909656;2022;Latin America and Caribbean
1226;Lesotho;143;3.652800083;0.45493874;1.088940024;0.100934811;0.409367532;0.050483823;0.102627642;2022;Sub-Saharan Africa
1227;India;144;3.573299885;0.730576158;0.644198656;0.54057014;0.581142247;0.105587982;0.237072483;2022;South Asia
1228;Malawi;145;3.538000107;0.176534727;0.53036809;0.446163297;0.487389833;0.131633952;0.213185057;2022;Sub-Saharan Africa
1229;Yemen;146;3.527400017;0.392701775;1.177477121;0.41500017;0.243721485;0.087352127;0.094689012;2022;Middle East and North Africa
1230;Botswana;147;3.478899956;0.997548997;1.08569479;0.494101733;0.50908941;0.101786368;0.033407487;2022;Sub-Saharan Africa
1231;Tanzania;148;3.476200104;0.457163125;0.872674644;0.442677855;0.509343088;0.203880861;0.27154091;2022;Sub-Saharan Africa
1232;Central African Republic;149;3.475899935;0.041072082;0;0;0.292814463;0.028264718;0.253513217;2022;Sub-Saharan Africa
1233;Rwanda;150;3.312299967;0.343242675;0.522876322;0.572383285;0.604087889;0.485542476;0.235704988;2022;Sub-Saharan Africa
1234;Zimbabwe;151;3.299200058;0.425564021;1.047835231;0.375037611;0.37740472;0.080928579;0.151349187;2022;Sub-Saharan Africa
1235;South Sudan;152;2.816600084;0.289082974;0.553278506;0.208809033;0.065609254;0.111156799;0.209934607;2022;Sub-Saharan Africa
1236;Afghanistan;153;2.566900015;0.30070585;0.356433839;0.266051531;0;0.001225785;0.135234714;2022;South Asia
